week;Time
0;32,13001712898751
1;34,481093949579815
2;34,51749552706546
3;36,41548770861523
4;36,253964659449714
5;35,256200189035894
6;33,86641070090954
7;36,106963284002866
8;33,989168263888885
9;38,66900552977575
10;37,82305845588237
11;39,83449340044744
